1	対象文	ホームズは以下を推測した	Holmes guessed		
1	情報源				
1	Who	ホームズ	Holmes		
1	hasPredicate	推測した	guess		
1	What	002-005	002-005		
1	then				
2	対象文	パーシィ・トリヴェリアンは医者である。	Percy Trevelyan is a doctor.		
2	情報源				
2	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
2	hasProperty	医者である	doctor		
2	then				
3	対象文	パーシィ・トリヴェリアンは開業してまもない	Percy Trevelyan has just opened		
3	情報源				
3	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
3	hasProperty	開業してまもない	justOpened		
3	then				
4	対象文	パーシィ・トリヴェリアンは儲かっている	Percy Trevelyan is profitable		
4	情報源				
4	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
4	hasProperty	儲かっている	profitable		
4	then				
5	対象文	パーシィ・トリヴェリアンはホームズに相談したい	Percy Trevelyan want to talk to Holmes		
5	情報源				
5	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
5	hasProperty	相談したい	wantToConsult		
5	To	ホームズ	Holmes		
5	then				
6	対象文	ワトソンは以下を推測した	Watson guessed		
6	情報源				
6	Who	ワトソン	Watson		
6	hasPredicate	推測した	guess		
6	What	7	7		
6	then				
7	対象文	パーシィ・トリヴェリアンは33,4歳以下である	Percy Trevelyanis under 33,4-year-old		
7	情報源				
7	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
7	hasProperty	33,4歳以下である	under 33,4 years old		
7	then				
8	対象文	ワトソンは以下を思った	Watson thought		
8	情報源				
8	Who	ワトソン	Watson		
8	hasPredicate	思った	think		
8	What	009-017	009-017		
8	then				
9	対象文	パーシィ・トリヴェリアンの表情はやつれている	Expression of Percy Trevelyan is sloppy		
9	情報源				
9	Who	パーシィ・トリヴェリアンの表情	Expression of Percy Trevelyan		
9	hasProperty	やつれている	sloppy		
9	then				
10	対象文	パーシィ・トリヴェリアンの顔色は悪い	Percy Trevelyan looks pale		
10	情報源				
10	Who	パーシィ・トリヴェリアンの顔色	Percy Trevelyan		
10	hasProperty	悪い	pale		
10	then				
11	対象文	パーシィ・トリヴェリアンは力を搾り取られた	Percy Trevelyan was squeezed forces		
11	情報源				
11	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
11	hasPredicate	搾り取られた	beSqueezed		
11	What	力	Power		
11	then				
12	対象文	パーシィ・トリヴェリアンは若さを奪われた	Percy Trevelyan was robbed of youth		
12	情報源				
12	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
12	hasPredicate	奪われた	beRobbed		
12	What	若さ	Youth		
12	then				
13	対象文	パーシィ・トリヴェリアンは神経質である	Percy Trevelyan is nervous		
13	情報源				
13	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
13	hasProperty	神経質である	nervous		
13	then				
14	対象文	パーシィ・トリヴェリアンは居場所がない様子である	Percy Trevelyan seems to have nowhere to go		
14	情報源				
14	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
14	hasProperty	居場所がない様子である	haveNowhereToGo		
14	then				
15	対象文	パーシィ・トリヴェリアンの手は白い	Hand of Percy Trevelyan is white		
15	情報源				
15	Who	パーシィ・トリヴェリアンの手	Hand of Percy Trevelyan		
15	hasProperty	白い	white		
15	then				
16	対象文	パーシィ・トリヴェリアンは医者のようでは無い	Percy Trevelyan does not seem to a doctor		
16	情報源				
16	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
16	hasProperty	医者のようでは無い	notSeemToDoctor		
16	why	15	15		
16	then				
17	対象文	パーシィ・トリヴェリアンは芸術家に見える	Percy Trevelyan seems to an artist		
17	情報源				
17	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
17	hasProperty	芸術家に見える	seemToArtist		
17	Why	15	15		
17	then				
18	対象文	パーシィ・トリヴェリアンの服装は地味である	Dress of Percy Trevelyan is a sober		
18	情報源				
18	Who	パーシィ・トリヴェリアンの服装	Dress of Percy Trevelyan		
18	hasProperty	地味である	sober		
18	then				
19	対象文	パーシィ・トリヴェリアンは黒いフロック・コートを着ている	Percy Trevelyan wears a black frock-coat		
19	情報源				
19	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
19	hasProperty	着ている	wearing		
19	What	黒いフロック・コート	Black frock coat		
19	then				
20	対象文	パーシィ・トリヴェリアンは黒めのズボンを履いている	Percy Trevelyan is wearing the trousers of Me black		
20	情報源				
20	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
20	hasProperty	履いている	wearing		
20	What	黒めのズボン	black trousers		
20	then				
21	対象文	パーシィ・トリヴェリアンはわずかに色のあるネクタイを着けている	Percy Trevelyan is wearing a tie slightly with color		
21	情報源				
21	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
21	hasProperty	着けている	wearing		
21	What	わずかに色のあるネクタイ	tieSlightlyWithColor		
21	then				
22	対象文	パーシィ・トリヴェリアンはホームズとワトソンに名前を告げた	Percy Trevelyan told the name to Holmes and Watson		
22	情報源				
22	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
22	hasPredicate	告げた	tell		
22	What	名前	name		
22	To	ホームズ	Holmes		
22	To	ワトソン	Watson		
22	then				
23	対象文	パーシィ・トリヴェリアンはブルックリン街四〇三番地に住んでいる	Percy Trevelyan lives in Brooklyn, the city four hundred and three address		
23	情報源				
23	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
23	hasPredicate	住んでいる	live		
23	Where	ブルックリン街四〇三番地	"403 Brooklyn Street"		
23	then				
24	対象文	ワトソンは以下を確認した	Watson confirmed the following:		
24	情報源				
24	Who	ワトソン	Watson		
24	hasPredicate	確認した	confirm		
24	What	25	25		
24	then				
25	対象文	パーシィ・トリヴェリアンは神経障害についての論文を書いた	Percy Trevelyan wrote a paper about the neurological disorder		
25	情報源				
25	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
25	hasPredicate	書いた	write		
25	What	神経障害についての論文	paper about neurological disorders		
25	then				
26	対象文	パーシィ・トリヴェリアンは神経疾患を研究している	Percy Trevelyan have studied the neurological disorder		
26	情報源				
26	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
26	hasPredicate	研究している	study		
26	To	神経疾患	Neurological disorder		
26	then				
27	対象文	パーシィ・トリヴェリアンは以下をホームズに言った	Percy Trevelyan told Holmes the following		
27	情報源				
27	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
27	hasPredicate	言った	say		
27	To	ホームズ	Holmes		
27	What	028-029	028-029		
27	then				
28	対象文	妙な事件がパーシィ・トリヴェリアンの自宅で立て続けに起こった	"Strange incident occurred in quick succession in the home of Percy Trevelyan"		
28	情報源				
28	Who	妙な事件	StrangeIncident		
28	hasProperty	起こった	occur		
28	Where	パーシィ・トリヴェリアンの自宅	"Home of Percy Trevelyan"		
28	How	立て続けに	In quick succession		
28	then				
29	対象文	パーシィ・トリヴェリアンは事件のことを相談に来た	Percy Trevelyan came to the consultation that the incident		
29	情報源				
29	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
29	hasPredicate	相談に来た	comeToConsult		
29	What	事件の事	incident		
29	then				
30	対象文	パーシィ・トリヴェリアンは以下を言った	Percy Trevelyan said the following:		
30	情報源				
30	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
30	hasPredicate	言った	say		
30	On	031-157	031-157		
30	then				
31	対象文	パーシィ・トリヴェリアンの硬化症の研究は注目されていた	A study of sclerosis of Percy Trevelyan had been noted		
31	情報源				
31	Who	パーシィ・トリヴェリアンの硬化症の研究	A study of sclerosis of Percy Trevelyan		
31	hasPredicate	注目されていた	beNoted		
31	then				
32	対象文	パーシィ・トリヴェリアンはブルース・ピンカトン賞を受賞した	Percy Trevelyan was awarded the Bruce Pinkerton Award		
32	情報源				
32	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
32	hasPredicate	受賞した	beAwarded		
32	What	ブルース・ピンカトン賞	Bruce Pinkerton Award		
32	then				
33	対象文	志ある専門医はキャヴェンディッシュ・スクエア付近の十二の街に開業しなければならない	Aspiring specialists must open in twelve cities near Cavendish Square		
33	情報源				
33	Who	志ある専門医	Aspiring specialists		
33	hasProperty	開業しなければならない	mustOpen		
33	Where	キャヴェンディッシュ・スクエア付近の十二の街	Twelve city near Cavendish Square		
33	then				
34	対象文	パーシィ・トリヴェリアンは某台な賃料と調度のための支出を払わなければならない	Percy Trevelyan must pay the expenditure for certain stand rent and furnishings		
34	情報源				
34	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
34	hasPredicate	払わなければならない	mustPay		
34	What	某大な賃料	Certain large rent		
34	What	調度のための支出	Expenditure for furnishings		
34	then				
35	対象文	パーシィ・トリヴェリアンは数年分の生活費と体裁の良い馬車を雇う金を用意しなければならなかった	Percy Trevelyan had to prepare the money to hire a few years' worth of living expenses and the appearance of a good coach		
35	情報源				
35	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
35	hasPredicate	用意しなければならなかった	mustPrepare		
35	What	数年分の生活費	Several years worth of living expenses		
35	What	体裁の良い馬車を雇う金	Gold to hire the appearance of a good coach		
35	then				
36	対象文	パーシィ・トリヴェリアンは金を用意できなかった	Percy Trevelyan could not provide a gold		
36	情報源				
36	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
36	hasPredicate	用意できなかった	cannotProvide		
36	What	金	Money		
36	then				
37	対象文	パーシィ・トリヴェリアンは以下を期待することしかできない	Percy Trevelyan can only be expected following		
37	情報源				
37	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
37	hasPredicate	期待することしかできない	expect		
37	What	38	38		
37	then				
38	対象文	パーシィ・トリヴェリアンは10年後に開業する	Percy Trevelyan is opened after 10 years		
38	情報源				
38	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
38	hasPredicate	開業する	open		
38	When	10年後	Ten years later		
38	then				
39	対象文	パーシィ・トリヴェリアンは思いがけない出来事から見通しがついた	Percy Trevelyan was with a prospect from unexpected events		
39	情報源				
39	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
39	hasPredicate	見通しがついた	prospect		
39	From	思いがけない出来事	unexpected events		
39	then				
40	対象文	ブレッシントンはある朝パーシィ・トリヴェリアンの部屋を訪問した	Blessington visited the room in the morning Percy Trevelyan there		
40	情報源				
40	Who	ブレッシントン	Blessington		
40	hasPredicate	訪問した	visit		
40	To	パーシィ・トリヴェリアンの部屋	Room of Percy Trevelyan		
40	When	ある朝	One morning		
40	then				
41	対象文	パーシィ・トリヴェリアンはブレッシントンを知らない	Percy Trevelyan do not know Blessington		
41	情報源				
41	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
41	hasProperty	知らない	notKnow		
41	What	ブレッシントン	Blessington		
41	then				
42	対象文	ブレッシントンはパーシィ・トリヴェリアンに開業しない理由を尋ねた	Blessington asked why it is not opened to Percy Trevelyan		
42	情報源				
42	Who	ブレッシントン	Blessington		
42	hasPredicate	尋ねた	ask		
42	To	パーシィ・トリヴェリアン	Percy Trevelyan		
42	What	開業しない理由	The reason for not opening		
42	then				
43	対象文	パーシィ・トリヴェリアンは肩をすくめた	Percy Trevelyan shrugged		
43	情報源				
43	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
43	hasPredicate	すくめた	shrug		
43	What	肩	shoulder		
43	then				
44	対象文	ブレッシントンはパーシィ・トリヴェリアンに以下を言った	Blessington said the following to the Percy Trevelyan		
44	情報源				
44	Who	ブレッシントン	Blessington		
44	hasPredicate	言った	say		
44	What	045,047-053	045,047-053		
44	To	パーシィ・トリヴェリアン	Percy Trevelyan		
44	then				
45	対象文	ブレッシントンはパーシィ・トリヴェリアンに投資する	Blessington is to invest in Percy Trevelyan		
45	情報源				
45	Who	ブレッシントン	Blessington		
45	hasPredicate	投資する	invest		
45	To	パーシィ・トリヴェリアン	Percy Trevelyan		
45	then				
46	対象文	パーシィ・トリヴェリアンは驚いた	Percy Trevelyan was surprised		
46	情報源				
46	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
46	hasProperty	驚いた	surprise		
46	then				
47	対象文	自身のための投資である	the investment for its own		
47	情報源				
47	Who	自身のための投資	Investment for its own		
47	hasProperty	である	equalTo		
47	then				
48	対象文	ブレッシントンは数千の投資金を持っている	Blessington has to invest the net proceeds thousands		
48	情報源				
48	Who	ブレッシントン	Blessington		
48	hasPredicate	持っている	have		
48	What	数千の投資金	Several thousand investment gold		
48	then				
49	対象文	ブレッシントンはパーシィ・トリヴェリアンに数千の投資金をつぎ込もうと思っている	Blessington wants to invest thousands of dollars in Percy Trivelian		
49	情報源				
49	Who	ブレッシントン	Blessington		
49	hasPredicate	つぎ込もうと思っている	wantToInvest		
49	What	数千の投資金	Several thousand investment gold		
49	To	パーシィ・トリヴェリアン	Percy Trevelyan		
49	then				
50	対象文	ブレッシントンは家を手に入れる	Blessington is to get a house		
50	情報源				
50	Who	ブレッシントン	Blessington		
50	hasPredicate	手に入れる	obtain		
50	What	家	House		
50	then				
51	対象文	ブレッシントンは調度を揃える	Blessington align the furniture		
51	情報源				
51	Who	ブレッシントン	Blessington		
51	hasPredicate	揃える	align		
51	What	調度	Furniture		
51	then				
52	対象文	パーシィ・トリヴェリアンは診察を行う	Percy Trevelyan do medical examination		
52	情報源				
52	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
52	hasPredicate	行う	do		
52	What	診察	Medical examination		
52	then				
53	対象文	パーシィ・トリヴェリアンは稼ぎの３分の２をブレッシントンに渡す	Percy Trevelyan passes the two-thirds of earnings in Blessington		
53	情報源				
53	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
53	hasPredicate	渡す	pass		
53	What	稼ぎの３分の２	Two-thirds of earnings		
53	To	ブレッシントン	Blessington		
53	then				
54	対象文	ブレッシントンはパーシィ・トリヴェリアンに奇妙な提案をした	Blessington was a strange proposal to Percy Trevelyan		
54	情報源				
54	Who	ブレッシントン	Blessington		
54	hasPredicate	した	do		
54	What	奇態な提案	Strange proposal		
54	To	パーシィ・トリヴェリアン	Percy Trevelyan		
54	then				
55	対象文	パーシィ・トリヴェリアンは提案通りの条件で開業した	Percy Trevelyan was opened under the conditions of the proposed street		
55	情報源				
55	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
55	hasPredicate	開業した	open		
55	How	提案通りの条件	Conditions of the proposed street		
55	then				
56	対象文	ブレッシントンとパーシィ・トリヴェリアンは同居した	Blessington and Percy Trevelyan were living together		
56	情報源				
56	Who	ブレッシントン	Blessington		
56	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
56	hasPredicate	同居した	liveTogether		
56	then				
57	対象文	ブレッシントンは患者件同居者である	Blessington is a patient matter living person		
57	情報源				
57	Who	ブレッシントン	Blessington		
57	hasProperty	である	equalTo		
57	What	患者兼同居者	Patients and living person		
57	then				
58	対象文	ブレッシントンの心臓は弱い	The heart of Blessington is weak		
58	情報源				
58	Who	ブレッシントンの心臓	The heart of Blessington		
58	hasProperty	弱い	weak		
58	then				
59	対象文	ブレッシントンは医者の監督を常時必要とする	Blessington will always need the supervision of a doctor		
59	情報源				
59	Who	ブレッシントン	Blessington		
59	hasProperty	必要とする	need		
59	What	医者の監督	Director of doctor		
59	When	常時	always		
59	then				
60	対象文	ブレッシントンは二階にある一番良い部屋二室を居間と寝室として使った	Blessington used the best room two-chamber located on the second floor as the living room and bedroom		
60	情報源				
60	Who	ブレッシントン	Blessington		
60	hasPredicate	使った	use		
60	What	二階にある一番良い部屋二室	The best two rooms located on the second floor		
60	How	居間と寝室として	As a living room and bedroom		
60	then				
61	対象文	ブレッシントンは妙な癖を持っている	Blessington has a strange habit		
61	情報源				
61	Who	ブレッシントン	Blessington		
61	hasProperty	持っている	have		
61	What	妙な癖	Strange habit		
61	then				
62	対象文	ブレッシントンは人付き合いを避ける	Blessington avoid socializing		
62	情報源				
62	Who	ブレッシントン	Blessington		
62	hasPredicate	避ける	avoid		
62	What	人付き合い	Social disposition		
62	then				
63	対象文	ブレッシントンは外出をほとんどしない	Blessington is hardly going out		
63	情報源				
63	Who	ブレッシントン	Blessington		
63	hasProperty	ほとんどしない	Hardly		
63	What	外出	goOut		
63	then				
64	対象文	ブレッシントンの生活は不規則である	Life of Blessington is irregular		
64	情報源				
64	Who	ブレッシントンの生活	Life of Blessington		
64	hasProperty	不規則である	irregular		
64	then				
65	対象文	ブレッシントンは以下を規則とする	Blessington is a rule the following		
65	情報源				
65	Who	ブレッシントン	Blessington		
65	hasProperty	規則とする	rule		
65	What	066-070	066-070		
65	then				
66	対象文	ブレッシントンは毎晩、同じ時間に診察室に行く	Blessington every night, go to the examination room at the same time		
66	情報源				
66	Who	ブレッシントン	Blessington		
66	hasPredicate	行く	go		
66	To	診察室	Examination room		
66	When	毎晩、同じ時間	Every night, same time		
66	then				
67	対象文	ブレッシントンは帳簿を調べる	Blessington find the book		
67	情報源				
67	Who	ブレッシントン	Blessington		
67	hasPredicate	調べる	investigate		
67	What	帳簿	Account book		
67	then				
68	対象文	ブレッシントンは一ギニィに五シリングと三ペンスを置いていく	Blessington is going to put five shillings and three pence to one Ginyi		
68	情報源				
68	Who	ブレッシントン	Blessington		
68	hasPredicate	置いていく	put		
68	What	一ギニィに五シリングと三ペンス	Five shillings and three pence to one Ginyi		
68	then				
69	対象文	ブレッシントンは残りの金を自身の部屋に持っていく	Blessington is to bring the rest of the money in their own room		
69	情報源				
69	Who	ブレッシントン	Blessington		
69	hasPredicate	持っていく	take		
69	What	残りの金	The rest of the gold		
69	To	自身の部屋	Own room		
69	then				
70	対象文	ブレッシントンは残りの金を自身の部屋の金庫にしまう	Blessington is put away the rest of the gold in its own room safe		
70	情報源				
70	Who	ブレッシントン	Blessington		
70	hasPredicate	しまう	put		
70	What	残りの金	The rest of the gold		
70	Where	自身の部屋の金庫	Own room safe		
70	then				
71	対象文	ブレッシントンは何週間か前、パーシィ・トリヴェリアンの部屋を訪れた	Blessington is a few weeks ago, visited the room of Percy Trevelyan		
71	情報源				
71	Who	ブレッシントン	Blessington		
71	hasPredicate	訪れた	visit		
71	To	パーシィ・トリヴェリアンの部屋	Room of Percy Trevelyan		
71	When	何週間か前	Few weeks ago		
71	then				
72	対象文	ブレッシントンは動揺した	Blessington was upset		
72	情報源				
72	Who	ブレッシントン	Blessington		
72	hasPredicate	動揺した	upset		
72	then				
73	対象文	ブレッシントンはパーシィ・トリヴェリアンに以下を言った	Blessington said the following to the Percy Trevelyan		
73	情報源				
73	Who	ブレッシントン	Blessington		
73	hasPredicate	言った	say		
73	To	パーシィ・トリヴェリアン	Percy Trevelyan		
73	What	74	74		
73	then				
74	対象文	押し込みの強盗がウエスト・エンド界隈で起こった	Robbery of the indentation has occurred in the West End neighborhood		
74	情報源				
74	Who	押し込みの強盗	Robbery of the indentation		
74	hasProperty	起こった	happen		
74	Where	ウエスト・エンド界隈	West End neighborhood		
74	then				
75	対象文	ブレッシントンは非常に興奮した	Blessington was very excited		
75	情報源				
75	Who	ブレッシントン	Blessington		
75	hasPredicate	興奮した	excite		
75	When	73	73		
75	How	非常に	very		
75	then				
76	対象文	ブレッシントンは以下を言い張った	Blessington has insisted the following		
76	情報源				
76	Who	ブレッシントン	Blessington		
76	hasPredicate	言い張った	insist		
76	What	77	77		
76	then				
77	対象文	ブレッシントンとパーシィ・トリヴェリアンは閂を窓や扉に取り付けなければならない	Blessington and Percy Trevelyan must be fitted with a obex to the window and door		
77	情報源				
77	Who	ブレッシントン	Blessington		
77	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
77	hasPredicate	取り付けなければならない	mustAttach		
77	What	閂	Obex		
77	To	窓や扉	Windows and doors		
77	then				
78	対象文	ブレッシントンは事件から一週間の間落ち着かなかった	Blessington did not settle for one week from the incident		
78	情報源				
78	Who	ブレッシントン	Blessington		
78	hasProperty	落ち着かなかった	notSettle		
78	When	事件から一週間の間	During the week from the incident		
78	then				
79	対象文	ブレッシントンは窓の外を覗いた	Blessington was peeped out of the window		
79	情報源				
79	Who	ブレッシントン	Blessington		
79	hasPredicate	覗いた	peep		
79	What	窓の外	Out of the window		
79	then				
80	対象文	ブレッシントンは日課の散歩をやめた	Blessington gave up a walk of daily routine		
80	情報源				
80	Who	ブレッシントン	Blessington		
80	hasPredicate	やめた	stop		
80	What	日課の散歩	Walk of the daily routine		
80	then				
81	対象文	パーシィ・トリヴェリアンは以下を感じた	Percy Trevelyan felt the following		
81	情報源				
81	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
81	hasPredicate	感じた	feel		
81	What	82	82		
81	then				
82	対象文	ブレッシントンは何かを病的に恐れた	Blessington was afraid pathological something		
82	情報源				
82	Who	ブレッシントン	Blessington		
82	hasPredicate	恐れた	fear		
82	What	何か	something		
82	How	病的に	Morbidly		
82	then				
83	対象文	ブレッシントンは気を悪くした	Blessington was offended		
83	情報源				
83	Who	ブレッシントン	Blessington		
83	hasPredicate	気を悪くする	feelBad		
83	When	84	84		
83	then				
84	対象文	パーシィ・トリヴェリアンはブレッシントンに恐怖に感じている事を尋ねる	Percy Trevelyan asks that feels fear in Blessington		
84	情報源				
84	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
84	hasPredicate	尋ねた	ask		
84	To	ブレッシントン	Blessington		
84	What	恐怖に感じている事	feelFear		
84	then				
85	対象文	ブレッシントンの恐怖は静まった	Fear of Blessington subsided		
85	情報源				
85	Who	ブレッシントンの恐怖	Fear of Blessington		
85	hasProperty	静まった	subside		
85	then				
86	対象文	ブレッシントンは再び恐怖を覚えた	Blessington was remember the fear again		
86	情報源				
86	Who	ブレッシントン	Blessington		
86	hasPredicate	再び覚えた	learn		
86	What	恐怖	Fear		
86	then				
87	対象文	パーシィ・トリヴェリアンは2日前に手紙を受け取った	Percy Trevelyan received a letter two days ago		
87	情報源				
87	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
87	hasPredicate	受け取った	receive		
87	What	手紙	letter		
87	When	2日前	2 days ago		
87	then				
88	対象文	住所と日付は手紙に書かれていなかった	Address and date has not been written in the letter		
88	情報源				
88	Who	住所	Street address		
88	Who	日付	date		
88	hasPredicate	書かれていなかった	notBeWritten		
88	On	手紙	letter		
88	then				
89	対象文	手紙の内容は以下を含む	The contents of the letter include the following:		
89	情報源				
89	Who	手紙の内容	The contents of the letter		
89	hasPredicate	含む	include		
89	What	090-093	090-093		
89	then				
90	対象文	ロシア貴族はイングランドに在留中である	Russian aristocracy is in residence in England		
90	情報源				
90	Who	ロシア貴族	Russian nobility		
90	hasPredicate	在留中である	in residence		
90	Where	イングランド	England		
90	then				
91	対象文	ロシア貴族は強硬症の発作に悩んでいる	Russian nobles suffer from bouts of hard-line disease		
91	情報源				
91	Who	ロシア貴族	Russian nobility		
91	hasPredicate	悩んでいる	worry		
91	What	強硬症の発作	bouts of hard-line disease		
91	then				
92	対象文	パーシィ・トリヴェリアンは強硬症の名医である	Percy Trevelyan is a good doctor of catalepsy		
92	情報源				
92	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
92	hasProperty	である	equalTo		
92	What	強硬症の治療の名医	Doctors of the treatment of catalepsy		
92	then				
93	対象文	ロシア貴族は次の日の午後六時十五分頃にパーシィ・トリヴェリアンの診察を受けたい	Russian nobles want to consult a Percy Trevelyan around six o'clock fifteen minutes the afternoon of the next day		
93	情報源				
93	Who	ロシア貴族	Russian nobility		
93	hasPredicate	受けたい	wantToReceive		
93	What	パーシィ・トリヴェリアンの診察	Examination of Percy Trevelyan		
93	When	次の日の午後六時十五分頃	Pm six of the next day tens of around five minutes		
93	then				
94	対象文	パーシィ・トリヴェリアンは診察室でロシア貴族を待った	Percy Trevelyan was waiting for the Russian aristocracy in the examination room		
94	情報源				
94	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
94	hasPredicate	待った	wait		
94	Where	診察室	Examination room		
94	What	ロシア貴族	Russian nobility		
94	then				
95	対象文	手伝いの少年は指定の時刻に患者を診察室に招き入れた	The Helper boy invited to the examination room of a patient at a specified time		
95	情報源				
95	Who	手伝いの少年	Helper boy		
95	hasPredicate	招き入れた	invite		
95	What	患者	patient		
95	To	診察室	Examination room		
95	When	指定の時刻	Specified time		
95	then				
96	対象文	初老の男と若い男は診察室に入ってきた	An elderly man and a young man came into the examination room		
96	情報源				
96	Who	初老の男	Elderly man		
96	Who	若い男	Young man		
96	hasPredicate	入ってきた	enter		
96	To	診察室	Examination room		
96	then				
97	対象文	初老の男は痩せている	Elderly man is skinny		
97	情報源				
97	Who	初老の男	Elderly man		
97	hasProperty	痩せている	thin		
97	then				
98	対象文	初老の男はおとなしい	Elderly man is docile		
98	情報源				
98	Who	初老の男	Elderly man		
98	hasProperty	おとなしい	docile		
98	then				
99	対象文	初老の男はロシア貴族のようではない	Not the elderly man is like a Russian nobleman		
99	情報源				
99	Who	初老の男	Elderly man		
99	hasProperty	ロシア貴族のようではない	Not like Russian nobility		
99	then				
100	対象文	若い男の背は高い	The young mank is tall		
100	情報源				
100	Who	若い男の背	Young man		
100	hasProperty	高い	tall		
100	then				
101	対象文	若い男は屈強である	The young man is a hefty		
101	情報源				
101	Who	若い男	Young man		
101	hasProperty	屈強である	hefty		
101	then				
102	対象文	若い男の顔は浅黒い	The young man's face is swarthy		
102	情報源				
102	Who	若い男の顔	face of young man		
102	hasProperty	浅黒い	swarthy		
102	then				
103	対象文	若い男は恐ろしげである	The young man is a fearsome		
103	情報源				
103	Who	若い男	Young man		
103	hasProperty	恐ろしげである	scary		
103	then				
104	対象文	若い男の胸と手はヘラクレスのようである	The young man of the chest and the hand is like Hercules		
104	情報源				
104	Who	若い男の胸	chest of Young man		
104	Who	若い男の手	hand of Young man		
104	hasProperty	ヘラクレスのようである	asHercules		
104	then				
105	対象文	若い男は初老の男を介護した	The young man was caring for an elderly man		
105	情報源				
105	Who	若い男	Young man		
105	hasPredicate	介護した	care		
105	What	初老の男	Elderly man		
105	then				
106	対象文	若い男は以下を言った	The young man said the following:		
106	情報源				
106	Who	若い男	Young man		
106	hasPredicate	言った	say		
106	What	106	106		
106	then				
107	対象文	初老の男は若い男の父親である	Elderly man is the young man's father		
107	情報源				
107	Who	初老の男	Elderly man		
107	hasProperty	である	equalTo		
107	What	若い男の父親	father of Young man		
107	then				
108	対象文	パーシィ・トリヴェリアンは若い男に診察に立ち会うことを勧めた	Percy Trevelyan advised that attend to the medical examination to the young man		
108	情報源				
108	Who	パーシィ・トリヴェリアン	Percy Trevelyan		
108	hasPredicate	勧めた	recommend		
108	What	診察に立ち会うこと	attending to the medical examination		
108	To	若い男	Young man		
108	then				
109	対象文	若い男はパーシィ・トリヴェリアンの提案を断った	The young man refused the proposal of Percy Trevelyan		
109	情報源				
109	Who	若い男	Young man		
109	hasPredicate	断った	refuse		
