ID	Property	原文	正誤判定	正解Propertyの詳細	場面内の主語	場面内の述語	場面内の目的語
108	hasPredicate	勧めた	True	hasPredicate	〇	〇	×
108	Obj	若い男に診察に立ち会うこと	False	判別不能	〇	〇	×
109	対象文	若い男はパーシィ・トリヴェリアンの提案を断った			〇	〇	〇
109	Who	若い男	True		〇	〇	〇
109	hasPredicate	断った	True	hasPredicate	〇	〇	〇
109	Obj	パーシィ・トリヴェリアンの提案	True	What	〇	〇	〇
110	対象文	若い男は以下を言った			〇	〇	×
110	Who	若い男	True		〇	〇	×
110	hasPredicate	言った	True	hasPredicate	〇	〇	×
110	Obj	以下	False	判別不能	〇	〇	×
111	対象文	若い男は診察中、待合室にいる			〇	〇	〇
111	Who	若い男	True		〇	〇	〇
111	hasPredicate	いる	True	hasProperty	〇	〇	〇
111	Obj	診察中	True	When	〇	〇	〇
111	Obj	待合室	True	Where	〇	〇	〇
112	対象文	若い男は診察室を退室した			〇	〇	〇
112	Who	若い男	True		〇	〇	〇
112	hasPredicate	退室した	True	hasPredicate	〇	〇	〇
112	Obj	診察室	True	From	〇	〇	〇
113	対象文	初老の男とパーシィ・トリヴェリアンは症状のことを話した			〇	〇	〇
113	Who	初老の男	True		〇	〇	〇
113	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
113	hasPredicate	話した	True	hasPredicate	〇	〇	〇
113	Obj	症状のこと	True	What	〇	〇	〇
114	対象文	パーシィ・トリヴェリアンは覚え書きを取った			〇	〇	〇
114	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
114	hasPredicate	取った	True	hasPredicate	〇	〇	〇
114	Obj	覚え書き	True	What	〇	〇	〇
115	対象文	初老の男は高い教養を持っていない			〇	〇	〇
115	Who	初老の男	True		〇	〇	〇
115	hasPredicate	持っていない	True	hasPredicate	〇	〇	〇
115	Obj	高い教養	True	What	〇	〇	〇
116	対象文	初老の男は返答をしなくなった			〇	×	無
116	Who	初老の男	True		〇	×	無
116	hasPredicate	返答をしなくなった	False		〇	×	無
117	対象文	パーシィ・トリヴェリアンは以下を驚いた			〇	〇	×
117	Who	パーシィ・トリヴェリアン	True		〇	〇	×
117	hasPredicate	驚いた	True	hasPredicate	〇	〇	×
117	Obj	以下	False	判別不能	〇	〇	×
118	対象文	初老の男は背をのばして椅子に座っている			〇	×	〇
118	Who	初老の男	True		〇	×	〇
118	hasPredicate	背をのばして椅子に座っている	False		〇	×	〇
118	Obj	椅子	True	On	〇	×	〇
119	対象文	初老の男の顔は無表情である			〇	〇	無
119	Who	初老の男の顔	True		〇	〇	無
119	hasPredicate	無表情である	True	hasProperty	〇	〇	無
120	対象文	初老の男はパーシィ・トリヴェリアンを見つめている			〇	〇	〇
120	Who	初老の男	True		〇	〇	〇
120	hasPredicate	見つめている	True	hasPredicate	〇	〇	〇
120	Obj	パーシィ・トリヴェリアン	True	What	〇	〇	〇
121	対象文	パーシィ・トリヴェリアンは初老の男の脈拍と体温と筋肉の硬直具合を調べた			〇	〇	△
121	Who	パーシィ・トリヴェリアン	True		〇	〇	△
121	hasPredicate	調べた	True	hasPredicate	〇	〇	△
121	Obj	初老の男の脈拍	True	What	〇	〇	△
121	Obj	体温	False	判別不能	〇	〇	△
121	Obj	筋肉の硬直具合	False	判別不能	〇	〇	△
122	対象文	初老の男は異常がなかった			〇	〇	無
122	Who	初老の男	True		〇	〇	無
122	hasPredicate	異常がなかった	True	hasProperty	〇	〇	無
123	対象文	パーシィ・トリヴェリアンは亜硝酸アルミを階下の実験室に取りに行った			〇	×	無
123	Who	パーシィ・トリヴェリアン	True		〇	×	無
123	hasPredicate	亜硝酸アルミを階下の実験室に取りに行った	False		〇	×	無
124	対象文	パーシィ・トリヴェリアンは診察室に初老の男を残した			〇	×	〇
124	Who	パーシィ・トリヴェリアン	True		〇	×	〇
124	hasPredicate	残した	False		〇	×	〇
124	Obj	診察室	True	Where	〇	×	〇
124	Obj	初老の男	True	What	〇	×	〇
125	対象文	パーシィ・トリヴェリアンは5分後診察室に戻った			〇	〇	〇
125	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
125	hasPredicate	戻った	True	hasPredicate	〇	〇	〇
125	Obj	5分後	True	When	〇	〇	〇
125	Obj	診察室	True	To	〇	〇	〇
126	対象文	初老の男は診察室にいなかった			〇	〇	〇
126	Who	初老の男	True		〇	〇	〇
126	hasPredicate	いなかった	True	hasProperty	〇	〇	〇
126	Obj	診察室	True	Where	〇	〇	〇
127	対象文	パーシィ・トリヴェリアンは待合室に飛び込んだ			〇	〇	〇
127	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
127	hasPredicate	飛び込んだ	True	hasPredicate	〇	〇	〇
127	Obj	待合室	True	To	〇	〇	〇
128	対象文	初老の男と若い男は待合室にいなかった			〇	〇	〇
128	Who	初老の男	True		〇	〇	〇
128	Who	若い男	True		〇	〇	〇
128	hasPredicate	いなかった	True	hasProperty	〇	〇	〇
128	Obj	待合室	True	Where	〇	〇	〇
129	対象文	広間の戸は閉まっていた			〇	〇	無
129	Who	広間の戸	True		〇	〇	無
129	hasPredicate	閉まっていた	True	hasProperty	〇	〇	無
130	対象文	鍵はかかっていなかった			〇	〇	無
130	Who	鍵	True		〇	〇	無
130	hasPredicate	かかっていなかった	True	hasProperty	〇	〇	無
131	対象文	手伝いの少年は物音を聞いていない			〇	〇	〇
131	Who	手伝いの少年	True		〇	〇	〇
131	hasPredicate	聞いていない	True	hasPredicate	〇	〇	〇
131	Obj	物音	True	What	〇	〇	〇
132	対象文	ブレッシントンは日課の散歩から帰ってきた			〇	×	無
132	Who	ブレッシントン	True		〇	×	無
132	hasPredicate	日課の散歩から帰ってきた	False		〇	×	無
133	対象文	パーシィ・トリヴェリアンは初老の男と若い男の事をブレッシントンに伝えなかった			〇	〇	△
133	Who	パーシィ・トリヴェリアン	True		〇	〇	△
133	hasPredicate	伝えなかった	True	hasPredicate	〇	〇	△
133	Obj	初老の男	False	判別不能	〇	〇	△
133	Obj	若い男の事	False	判別不能	〇	〇	△
133	Obj	ブレッシントン	True	To	〇	〇	△
134	対象文	パーシィ・トリヴェリアンは以下を驚いた			〇	〇	×
134	Who	パーシィ・トリヴェリアン	True		〇	〇	×
134	hasPredicate	驚いた	True	hasPredicate	〇	〇	×
134	Obj	以下	False	判別不能	〇	〇	×
135	対象文	初老の男と若い男は今晩の同じ時刻に診察室に入ってきた			×	×	無
135	Who		False		×	×	無
135	hasPredicate	初老の男と若い男は今晩の同じ時刻に診察室に入ってきた	False		×	×	無
136	対象文	パーシィ・トリヴェリアンは初老の男と若い男を待合室に入れた			〇	〇	〇
136	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
136	hasPredicate	入れた	True	hasPredicate	〇	〇	〇
136	Obj	初老の男	True	What	〇	〇	〇
136	Obj	若い男	True	What	〇	〇	〇
136	Obj	待合室	True	To	〇	〇	〇
137	対象文	パーシィ・トリヴェリアンは初老の男を診察した			〇	〇	〇
137	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
137	hasPredicate	診察した	True	hasPredicate	〇	〇	〇
137	Obj	初老の男	True	What	〇	〇	〇
138	対象文	初老の男と若い男は診察の後出ていった			×	×	無
138	Who		False		×	×	無
138	hasPredicate	初老の男と若い男は診察の後出ていった	False		×	×	無
139	対象文	ブレッシントンは日課の散歩の後、階上に上がっていった			〇	×	無
139	Who	ブレッシントン	True		〇	×	無
139	hasPredicate	日課の散歩の後、階上に上がっていった	False		〇	×	無
140	対象文	ブレッシントンは診察室に飛び込んだ			〇	〇	〇
140	Who	ブレッシントン	True		〇	〇	〇
140	hasPredicate	飛び込んだ	True	hasPredicate	〇	〇	〇
140	Obj	診察室	True	To	〇	〇	〇
141	対象文	ブレッシントンは混乱した			〇	〇	無
141	Who	ブレッシントン	True		〇	〇	無
141	hasPredicate	混乱した	True	hasPredicate	〇	〇	無
142	対象文	ブレッシントンはパーシィ・トリヴェリアンにブレッシントンの部屋に入った人間を尋ねた			〇	〇	〇
142	Who	ブレッシントン	True		〇	〇	〇
142	hasPredicate	尋ねた	True	hasPredicate	〇	〇	〇
142	Obj	パーシィ・トリヴェリアン	True	To	〇	〇	〇
142	Obj	ブレッシントンの部屋に入った人間	True	What	〇	〇	〇
143	対象文	ブレッシントンはパーシィ・トリヴェリアンを疑った			〇	〇	〇
143	Who	ブレッシントン	True		〇	〇	〇
143	hasPredicate	疑った	True	hasPredicate	〇	〇	〇
143	Obj	パーシィ・トリヴェリアン	True	What	〇	〇	〇
144	対象文	ブレッシントンはわめき散らした			〇	〇	無
144	Who	ブレッシントン	True		〇	〇	無
144	hasPredicate	わめき散らした	True	hasPredicate	〇	〇	無
145	対象文	パーシィ・トリヴェリアンはブレッシントンの部屋に行った			〇	〇	〇
145	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
145	hasPredicate	行った	True	hasPredicate	〇	〇	〇
145	Obj	ブレッシントンの部屋	True	What	〇	〇	〇
146	対象文	足跡がブレッシントンの部屋の絨毯についていた			〇	〇	〇
146	Who	足跡	True		〇	〇	〇
146	hasPredicate	ついていた	True	hasPredicate	〇	〇	〇
146	Obj	ブレッシントンの部屋の絨毯	True	On	〇	〇	〇
147	対象文	ブレッシントンは怒鳴った			〇	〇	無
147	Who	ブレッシントン	True		〇	〇	無
147	hasPredicate	怒鳴った	True	hasPredicate	〇	〇	無
148	対象文	足跡はブレッシントンの足跡より大きい			〇	×	×
148	Who	足跡	True		〇	×	×
148	hasPredicate	大きい	False		〇	×	×
148	Obj	ブレッシントンの足跡	False	判別不能	〇	×	×
149	対象文	足跡は新しい			〇	〇	無
149	Who	足跡	True		〇	〇	無
149	hasPredicate	新しい	True	hasProperty	〇	〇	無
150	対象文	その日の外来の患者だけ来た			×	×	×
150	Who		False		×	×	×
150	hasPredicate	来た	False		×	×	×
150	Obj	その日の外来の患者	False	判別不能	×	×	×
151	対象文	パーシィ・トリヴェリアンは推測した			〇	〇	無
151	Who	パーシィ・トリヴェリアン	True		〇	〇	無
151	hasPredicate	推測した	True	hasPredicate	〇	〇	無
152	対象文	待合室にいた人物がブレッシントンの部屋に入った			〇	〇	〇
152	Who	待合室にいた人物	True		〇	〇	〇
152	hasPredicate	入った	True	hasPredicate	〇	〇	〇
152	Obj	ブレッシントンの部屋	True	To	〇	〇	〇
153	対象文	触られたものや盗まれたものはなかった			×	〇	無
153	Who	触られたもの	False		×	〇	無
153	Who	盗まれたもの	True		×	〇	無
153	hasPredicate	なかった	True	hasProperty	×	〇	無
154	対象文	足跡は以下を証明した			〇	〇	×
154	Who	足跡	True		〇	〇	×
154	hasPredicate	証明した	True	hasPredicate	〇	〇	×
154	Obj	以下	False	判別不能	〇	〇	×
155	対象文	誰かがブレッシントンの部屋に侵入した			×	〇	△
155	Who		False		×	〇	△
155	hasPredicate	侵入した	True	hasPredicate	×	〇	△
155	Obj	誰か	False	判別不能	×	〇	△
155	Obj	ブレッシントンの部屋	True	To	×	〇	△
156	対象文	ブレッシントンは以下を命令した			〇	〇	×
156	Who	ブレッシントン	True		〇	〇	×
156	hasPredicate	命令した	True	hasPredicate	〇	〇	×
156	Obj	以下	False	判別不能	〇	〇	×
157	対象文	パーシィ・トリヴェリアンがホームズを訪問する			〇	〇	〇
157	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
157	hasPredicate	訪問する	True	hasPredicate	〇	〇	〇
157	Obj	ホームズ	True	What	〇	〇	〇
158	対象文	パーシィ・トリヴェリアンは以下を思った			〇	〇	×
158	Who	パーシィ・トリヴェリアン	True		〇	〇	×
158	hasPredicate	思った	True	hasPredicate	〇	〇	×
158	Obj	以下	False	判別不能	〇	〇	×
159	対象文	パーシィ・トリヴェリアンはホームズを訪問しほうがよい			〇	×	無
159	Who	パーシィ・トリヴェリアン	True		〇	×	無
159	hasPredicate	ホームズを訪問しほうがよい	False		〇	×	無
160	対象文	ブレッシントンは出来事を重要視しすぎている			〇	〇	〇
160	Who	ブレッシントン	True		〇	〇	〇
160	hasPredicate	重要視しすぎている	True	hasProperty	〇	〇	〇
160	Obj	出来事	True	What	〇	〇	〇
161	対象文	パーシィ・トリヴェリアンはブレッシントンを落ち着かせるために以下を頼んだ			〇	×	×
161	Who	パーシィ・トリヴェリアン	True		〇	×	×
161	hasPredicate	ブレッシントンを落ち着かせるために以下を頼んだ	False		〇	×	×
161	Obj	以下	False	判別不能	〇	×	×
162	対象文	ホームズがブルック街の住まいを訪問する			〇	〇	〇
162	Who	ホームズ	True		〇	〇	〇
162	hasPredicate	訪問する	True	hasPredicate	〇	〇	〇
162	Obj	ブルック街の住まい	True	What	〇	〇	〇
163	対象文	ホームズとワトソンとパーシィ・トリヴェリアンは出発して25分以内でブルック街の住まいに到着した			〇	〇	〇
163	Who	ホームズ	True		〇	〇	〇
163	Who	ワトソン	True		〇	〇	〇
163	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
163	hasPredicate	到着した	True	hasPredicate	〇	〇	〇
163	Obj	出発して25分以内	True	When	〇	〇	〇
163	Obj	ブルック街の住まい	True	To	〇	〇	〇
164	対象文	ブルック街の住まいは正面の平坦な家である			〇	〇	無
164	Who	ブルック街の住まい	True		〇	〇	無
164	hasPredicate	正面の平坦な家である	True	hasProperty	〇	〇	無
165	対象文	ブルック街の住まいは典型的な開業医宅である			〇	〇	無
165	Who	ブルック街の住まい	True		〇	〇	無
165	hasPredicate	典型的な開業医宅である	True	hasProperty	〇	〇	無
166	対象文	手伝いの少年はホームズとワトソンを住まいの中に入れた			〇	〇	〇
166	Who	手伝いの少年	True		〇	〇	〇
166	hasPredicate	入れた	True	hasPredicate	〇	〇	〇
166	Obj	ホームズ	True	What	〇	〇	〇
166	Obj	ワトソン	True	What	〇	〇	〇
166	Obj	住まいの中	True	To	〇	〇	〇
167	対象文	手伝いの少年は広い階段を上り始めた			〇	〇	〇
167	Who	手伝いの少年	True		〇	〇	〇
167	hasPredicate	上り始めた	True	hasPredicate	〇	〇	〇
167	Obj	広い階段	True	What	〇	〇	〇
168	対象文	ホームズとワトソンは甲高い震えた声を聞いた			〇	〇	〇
168	Who	ホームズ	True		〇	〇	〇
168	Who	ワトソン	True		〇	〇	〇
168	hasPredicate	聞いた	True	hasPredicate	〇	〇	〇
168	Obj	甲高い震えた声	True	What	〇	〇	〇
169	対象文	ブレッシントンはホームズとワトソンを威嚇した			〇	〇	〇
169	Who	ブレッシントン	True		〇	〇	〇
169	hasPredicate	威嚇した	True	hasPredicate	〇	〇	〇
169	Obj	ホームズ	True	What	〇	〇	〇
169	Obj	ワトソン	True	What	〇	〇	〇
170	対象文	パーシィ・トリヴェリアンはブレッシントンを止めた			〇	〇	〇
170	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
170	hasPredicate	止めた	True	hasPredicate	〇	〇	〇
170	Obj	ブレッシントン	True	What	〇	〇	〇
171	対象文	ブレッシントンは落ち着いた			〇	〇	無
171	Who	ブレッシントン	True		〇	〇	無
171	hasPredicate	落ち着いた	True	hasProperty	〇	〇	無
172	対象文	ブレッシントンはパーシィ・トリヴェリアンを認識した			〇	〇	〇
172	Who	ブレッシントン	True		〇	〇	〇
172	hasPredicate	認識した	True	hasProperty	〇	〇	〇
172	Obj	パーシィ・トリヴェリアン	True	What	〇	〇	〇
173	対象文	ブレッシントンはやつれていた			〇	〇	無
173	Who	ブレッシントン	True		〇	〇	無
173	hasPredicate	やつれていた	True	hasProperty	〇	〇	無
174	対象文	ブレッシントンは不健康そうであった			〇	〇	無
174	Who	ブレッシントン	True		〇	〇	無
174	hasPredicate	不健康そうであった	True	hasProperty	〇	〇	無
175	対象文	ブレッシントンは拳銃を持っていた			〇	〇	〇
175	Who	ブレッシントン	True		〇	〇	〇
175	hasPredicate	持っていた	True	hasPredicate	〇	〇	〇
175	Obj	拳銃	True	What	〇	〇	〇
176	対象文	ブレッシントンは拳銃を引っ込めた			〇	〇	〇
176	Who	ブレッシントン	True		〇	〇	〇
176	hasPredicate	引っ込めた	True	hasPredicate	〇	〇	〇
176	Obj	拳銃	True	What	〇	〇	〇
177	対象文	ホームズとワトソンとパーシィ・トリヴェリアンはブレッシントンに近寄った			〇	〇	〇
177	Who	ホームズ	True		〇	〇	〇
177	Who	ワトソン	True		〇	〇	〇
177	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
177	hasPredicate	近寄った	True	hasPredicate	〇	〇	〇
177	Obj	ブレッシントン	True	To	〇	〇	〇
178	対象文	ホームズは2人の男のことを尋ねた			〇	〇	×
178	Who	ホームズ	True		〇	〇	×
178	hasPredicate	尋ねた	True	hasPredicate	〇	〇	×
178	Obj	2人の男のこと	False	判別不能	〇	〇	×
179	対象文	ブレッシントンはホームズの質問に答えられない			〇	〇	〇
179	Who	ブレッシントン	True		〇	〇	〇
179	hasPredicate	答えられない	True	hasPredicate	〇	〇	〇
179	Obj	ホームズの質問	True	What	〇	〇	〇
180	対象文	ホームズは再度尋ねた			〇	〇	無
180	Who	ホームズ	True		〇	〇	無
180	hasPredicate	再度尋ねた	True	hasPredicate	〇	〇	無
181	対象文	ブレッシントンはホームズとワトソンをブレッシントンの寝室に招き入れた			〇	〇	〇
181	Who	ブレッシントン	True		〇	〇	〇
181	hasPredicate	招き入れた	True	hasPredicate	〇	〇	〇
181	Obj	ホームズ	True	What	〇	〇	〇
181	Obj	ワトソン	True	What	〇	〇	〇
181	Obj	ブレッシントンの寝室	True	To	〇	〇	〇
182	対象文	ブレッシントンは以下を言った			〇	〇	×
182	Who	ブレッシントン	True		〇	〇	×
182	hasPredicate	言った	True	hasPredicate	〇	〇	×
182	Obj	以下	False	判別不能	〇	〇	×
183	対象文	ブレッシントンは銀行を信用していない			〇	〇	〇
183	Who	ブレッシントン	True		〇	〇	〇
183	hasPredicate	信用していない	True	hasProperty	〇	〇	〇
183	Obj	銀行	True	What	〇	〇	〇
184	対象文	ブレッシントンは金を自身で管理した			〇	〇	△
184	Who	ブレッシントン	True		〇	〇	△
184	hasPredicate	管理した	True	hasPredicate	〇	〇	△
184	Obj	金	True	What	〇	〇	△
184	Obj	自身	False	判別不能	〇	〇	△
185	対象文	2人の男はブレッシントンの金を盗もうとした			〇	×	無
185	Who	2人の男	True		〇	×	無
185	hasPredicate	ブレッシントンの金を盗もうとした	False		〇	×	無
186	対象文	ホームズはもの問いたげな様子であった			〇	〇	無
186	Who	ホームズ	True		〇	〇	無
186	hasPredicate	もの問いたげな様子であった	True	hasProperty	〇	〇	無
187	対象文	ホームズはブレッシントンの相談を断った			〇	〇	〇
187	Who	ホームズ	True		〇	〇	〇
187	hasPredicate	断った	True	hasPredicate	〇	〇	〇
187	Obj	ブレッシントンの相談	True	What	〇	〇	〇
188	対象文	ホームズは以下を言った			〇	〇	×
188	Who	ホームズ	True		〇	〇	×
188	hasPredicate	言った	True	hasPredicate	〇	〇	×
188	Obj	以下	False	判別不能	〇	〇	×
189	対象文	ブレッシントンは嘘をついている			〇	×	×
189	Who	ブレッシントン	True		〇	×	×
189	hasPredicate	ついている	False		〇	×	×
189	Obj	嘘	False	判別不能	〇	×	×
190	対象文	ホームズは嫌悪感を示した			〇	〇	〇
190	Who	ホームズ	True		〇	〇	〇
190	hasPredicate	示した	True	hasPredicate	〇	〇	〇
190	Obj	嫌悪感	True	What	〇	〇	〇
191	対象文	ブレッシントンは困惑した			〇	〇	無
191	Who	ブレッシントン	True		〇	〇	無
191	hasPredicate	困惑した	True	hasProperty	〇	〇	無
192	対象文	ホームズは以下を要求した			〇	〇	×
192	Who	ホームズ	True		〇	〇	×
192	hasPredicate	要求した	True	hasPredicate	〇	〇	×
192	Obj	以下	False	判別不能	〇	〇	×
193	対象文	ブレッシントンが事実を話す			〇	〇	〇
193	Who	ブレッシントン	True		〇	〇	〇
193	hasPredicate	話す	True	hasPredicate	〇	〇	〇
193	Obj	事実	True	What	〇	〇	〇
194	対象文	ホームズは以下を推測した			〇	〇	×
194	Who	ホームズ	True		〇	〇	×
194	hasPredicate	推測した	True	hasPredicate	〇	〇	×
194	Obj	以下	False	判別不能	〇	〇	×
195	対象文	2人以上の男はブレッシントンを狙っている			〇	〇	〇
195	Who	2人以上の男	True		〇	〇	〇
195	hasPredicate	狙っている	True	hasPredicate	〇	〇	〇
195	Obj	ブレッシントン	True	What	〇	〇	〇
196	対象文	若い男はブレッシントンの部屋に忍び込んだ			〇	〇	〇
196	Who	若い男	True		〇	〇	〇
196	hasPredicate	忍び込んだ	True	hasPredicate	〇	〇	〇
196	Obj	ブレッシントンの部屋	True	To	〇	〇	〇
197	対象文	共謀者は以下を阻止した			〇	〇	×
197	Who	共謀者	True		〇	〇	×
197	hasPredicate	阻止した	True	hasPredicate	〇	〇	×
197	Obj	以下	False	判別不能	〇	〇	×
198	対象文	パーシィ・トリヴェリアンが計画を妨げる			〇	〇	×
198	Who	パーシィ・トリヴェリアン	True		〇	〇	×
198	hasPredicate	妨げる	True	hasPredicate	〇	〇	×
198	Obj	計画	False	判別不能	〇	〇	×
199	対象文	初老の男は強硬症の振りをした			〇	×	×
199	Who	初老の男	True		〇	×	×
199	hasPredicate	した	False		〇	×	×
199	Obj	強硬症の振り	False	判別不能	〇	×	×
200	対象文	ブレッシントンは外出中であった			〇	〇	無
200	Who	ブレッシントン	True		〇	〇	無
200	hasPredicate	外出中であった	True	hasProperty	〇	〇	無
201	対象文	侵入者は待合室に他の患者がいない時間を選んだ			〇	〇	〇
201	Who	侵入者	True		〇	〇	〇
201	hasPredicate	選んだ	True	hasPredicate	〇	〇	〇
201	Obj	待合室に他の患者がいない時間	True	What	〇	〇	〇
202	対象文	侵入した時刻とブレッシントンの散歩の時間は重なった			〇	〇	無
202	Who	侵入した時刻	True		〇	〇	無
202	Who	ブレッシントンの散歩の時間	True		〇	〇	無
202	hasPredicate	重なった	True	hasProperty	〇	〇	無
203	対象文	侵入者はブレッシントンの日課を知らない			〇	〇	〇
203	Who	侵入者	True		〇	〇	〇
203	hasPredicate	知らない	True	hasProperty	〇	〇	〇
203	Obj	ブレッシントンの日課	True	What	〇	〇	〇
204	対象文	侵入者の目的は単なる窃盗ではない			〇	×	無
204	Who	侵入者の目的	True		〇	×	無
204	hasPredicate	単なる窃盗ではない	False		〇	×	無
205	対象文	ブレッシントンは侵入者の正体を知っている			〇	〇	〇
205	Who	ブレッシントン	True		〇	〇	〇
205	hasPredicate	知っている	True	hasProperty	〇	〇	〇
205	Obj	侵入者の正体	True	What	〇	〇	〇
206	対象文	ブレッシントンは侵入者の正体を隠した			〇	〇	〇
206	Who	ブレッシントン	True		〇	〇	〇
206	hasPredicate	隠した	True	hasPredicate	〇	〇	〇
206	Obj	侵入者の正体	True	What	〇	〇	〇
207	対象文	ワトソンは以下を提案した			〇	〇	×
207	Who	ワトソン	True		〇	〇	×
207	hasPredicate	提案した	True	hasPredicate	〇	〇	×
207	Obj	以下	False	判別不能	〇	〇	×
208	対象文	ロシア人親子の話はパーシィ・トリヴェリアンの作り話である			〇	〇	無
208	Who	ロシア人親子の話	True		〇	〇	無
208	hasPredicate	パーシィ・トリヴェリアンの作り話である	True	hasProperty	〇	〇	無
209	対象文	パーシィ・トリヴェリアンはブレッシントンの部屋に侵入した			〇	〇	〇
209	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
209	hasPredicate	侵入した	True	hasPredicate	〇	〇	〇
209	Obj	ブレッシントンの部屋	True	To	〇	〇	〇
210	対象文	ホームズはワトソンの推測を否定した			〇	〇	〇
210	Who	ホームズ	True		〇	〇	〇
210	hasPredicate	否定した	True	hasPredicate	〇	〇	〇
210	Obj	ワトソンの推測	True	What	〇	〇	〇
211	対象文	絨毯の足跡はパーシィ・トリヴェリアンのものより長い			〇	〇	×
211	Who	絨毯の足跡	True		〇	〇	×
211	hasPredicate	長い	True	hasProperty	〇	〇	×
211	Obj	パーシィ・トリヴェリアンのもの	False	判別不能	〇	〇	×
212	対象文	ホームズは以下を推測した			〇	〇	×
212	Who	ホームズ	True		〇	〇	×
212	hasPredicate	推測した	True	hasPredicate	〇	〇	×
212	Obj	以下	False	判別不能	〇	〇	×
213	対象文	次の日の朝、手紙がブルック街からホームズに届く			〇	〇	〇
213	Who	手紙	True		〇	〇	〇
213	hasPredicate	届く	True	hasProperty	〇	〇	〇
213	Obj	次の日の朝	True	When	〇	〇	〇
213	Obj	ブルック街	True	From	〇	〇	〇
213	Obj	ホームズ	True	To	〇	〇	〇
214	対象文	ホームズの予言は当たった			〇	〇	無
214	Who	ホームズの予言	True		〇	〇	無
214	hasPredicate	当たった	True	hasProperty	〇	〇	無
215	対象文	ホームズは通達の内容を予測できない			〇	〇	〇
215	Who	ホームズ	True		〇	〇	〇
215	hasPredicate	予測できない	True	hasPredicate	〇	〇	〇
215	Obj	通達の内容	True	From	〇	〇	〇
216	対象文	パーシィ・トリヴェリアンは通達を書いた			〇	〇	〇
216	Who	パーシィ・トリヴェリアン	True		〇	〇	〇
216	hasPredicate	書いた	True	hasPredicate	〇	〇	〇
216	Obj	通達	True	What	〇	〇	〇
